T(s),S1-1B-D,S1-1B-S,S1-2B-D,S1-2B-S,S1-3B-D,S1-3B-S,S1-4B-D,S1-4B-S,S1-5B-D,S1-5B-S,S1-6B-D,S1-6B-S,S1-7B-D,S1-7B-S,S1-8B-D,S1-8B-S
4472,314.98349,314.96657,315.042148,314.8399615,314.986561,314.9450971,314.9850587,314.6285982,315.0912855,315.0075829,315.2867181,314.9815912,315.029244,314.9371905,315.1123668,315.0034271
4473,314.9851994,314.9682733,315.0438789,314.8416067,314.9882683,314.946789,314.9867672,314.6301797,315.0930516,315.0093076,315.288571,314.9832951,315.0309749,314.9388774,315.1141368,315.0051497
4474,314.9869088,314.9699766,315.0456097,314.8432519,314.9899755,314.9484808,314.9884756,314.6317613,315.0948178,315.0110322,315.290424,314.9849991,315.0327058,314.9405643,315.1159068,315.0068722
4475,314.9886182,314.9716799,315.0473406,314.8448971,314.9916828,314.9501726,314.9901841,314.6333428,315.0965839,315.0127568,315.2922769,314.986703,315.0344367,314.9422511,315.1176768,315.0085947
4476,314.9903276,314.9733832,315.0490714,314.8465422,314.9933901,314.9518645,314.9918926,314.6349244,315.0983501,315.0144814,315.2941298,314.988407,315.0361677,314.943938,315.1194468,315.0103173
4477,314.992037,314.9750865,315.0508023,314.8481874,314.9950974,314.9535563,314.9936011,314.6365059,315.1001162,315.0162061,315.2959828,314.9901109,315.0378986,314.9456249,315.1212168,315.0120398
4478,314.9937464,314.9767898,315.0525332,314.8498326,314.9968047,314.9552482,314.9953095,314.6380874,315.1018824,315.0179307,315.2978357,314.9918149,315.0396295,314.9473118,315.1229868,315.0137623
4479,314.9954558,314.9784931,315.054264,314.8514778,314.998512,314.95694,314.997018,314.639669,315.1036485,315.0196553,315.2996886,314.9935189,315.0413604,314.9489987,315.1247568,315.0154849
4480,314.9971652,314.9801964,315.0559949,314.853123,315.0002193,314.9586318,314.9987265,314.6412505,315.1054147,315.0213799,315.3015416,314.9952228,315.0430913,314.9506856,315.1265268,315.0172074
4481,314.9988746,314.9818997,315.0577258,314.8547682,315.0019266,314.9603237,315.000435,314.6428321,315.1071808,315.0231045,315.3033945,314.9969268,315.0448223,314.9523725,315.1282968,315.0189299
4482,315.000584,314.983603,315.0594566,314.8564134,315.0036339,314.9620155,315.0021434,314.6444136,315.108947,315.0248292,315.3052474,314.9986307,315.0465532,314.9540594,315.1300668,315.0206524
4483,315.0022934,314.9853063,315.0611875,314.8580586,315.0053412,314.9637074,315.0038519,314.6459952,315.1107131,315.0265538,315.3071004,315.0003347,315.0482841,314.9557463,315.1318368,315.022375
4484,315.0040028,314.9870096,315.0629184,314.8597038,315.0070484,314.9653992,315.0055604,314.6475767,315.1124793,315.0282784,315.3089533,315.0020386,315.050015,314.9574332,315.1336068,315.0240975
4485,315.0057122,314.9887129,315.0646492,314.861349,315.0087557,314.967091,315.0072689,314.6491582,315.1142454,315.030003,315.3108062,315.0037426,315.0517459,314.9591201,315.1353768,315.02582
4486,315.0074216,314.9904162,315.0663801,314.8629942,315.010463,314.9687829,315.0089773,314.6507398,315.1160116,315.0317277,315.3126592,315.0054466,315.0534769,314.9608069,315.1371468,315.0275426
4487,315.009131,314.9921195,315.068111,314.8646393,315.0121703,314.9704747,315.0106858,314.6523213,315.1177777,315.0334523,315.3145121,315.0071505,315.0552078,314.9624938,315.1389168,315.0292651
4488,315.0108404,314.9938228,315.0698418,314.8662845,315.0138776,314.9721666,315.0123943,314.6539029,315.1195439,315.0351769,315.316365,315.0088545,315.0569387,314.9641807,315.1406868,315.0309876
4489,315.0125498,314.9955261,315.0715727,314.8679297,315.0155849,314.9738584,315.0141027,314.6554844,315.12131,315.0369015,315.318218,315.0105584,315.0586696,314.9658676,315.1424568,315.0327102
4490,315.0142592,314.9972294,315.0733036,314.8695749,315.0172922,314.9755502,315.0158112,314.657066,315.1230762,315.0386261,315.3200709,315.0122624,315.0604005,314.9675545,315.1442268,315.0344327
4491,315.0159686,314.9989327,315.0750344,314.8712201,315.0189995,314.9772421,315.0175197,314.6586475,315.1248423,315.0403508,315.3219239,315.0139663,315.0621315,314.9692414,315.1459968,315.0361552
4492,315.017678,315.0006359,315.0767653,314.8728653,315.0207068,314.9789339,315.0192282,314.660229,315.1266085,315.0420754,315.3237768,315.0156703,315.0638624,314.9709283,315.1477668,315.0378777
4493,315.0193874,315.0023392,315.0784962,314.8745105,315.0224141,314.9806258,315.0209366,314.6618106,315.1283746,315.0438,315.3256297,315.0173743,315.0655933,314.9726152,315.1495368,315.0396003
4494,315.0210968,315.0040425,315.080227,314.8761557,315.0241214,314.9823176,315.0226451,314.6633921,315.1301408,315.0455246,315.3274827,315.0190782,315.0673242,314.9743021,315.1513068,315.0413228
4495,315.0228062,315.0057458,315.0819579,314.8778009,315.0258286,314.9840094,315.0243536,314.6649737,315.1319069,315.0472493,315.3293356,315.0207822,315.0690551,314.975989,315.1530768,315.0430453
4496,315.0245156,315.0074491,315.0836888,314.8794461,315.0275359,314.9857013,315.0260621,314.6665552,315.1336731,315.0489739,315.3311885,315.0224861,315.0707861,314.9776758,315.1548468,315.0447679
4497,315.026225,315.0091524,315.0854196,314.8810913,315.0292432,314.9873931,315.0277705,314.6681368,315.1354392,315.0506985,315.3330415,315.0241901,315.072517,314.9793627,315.1566168,315.0464904
4498,315.0279344,315.0108557,315.0871505,314.8827364,315.0309505,314.9890849,315.029479,314.6697183,315.1372054,315.0524231,315.3348944,315.0258941,315.0742479,314.9810496,315.1583868,315.0482129
4499,315.0296438,315.012559,315.0888814,314.8843816,315.0326578,314.9907768,315.0311875,314.6712998,315.1389715,315.0541478,315.3367473,315.027598,315.0759788,314.9827365,315.1601568,315.0499355
4500,315.0313532,315.0142623,315.0906122,314.8860268,315.0343651,314.9924686,315.032896,314.6728814,315.1407377,315.0558724,315.3386003,315.029302,315.0777098,314.9844234,315.1619268,315.051658
4501,315.0330626,315.0159656,315.0923431,314.887672,315.0360724,314.9941605,315.0346044,314.6744629,315.1425038,315.057597,315.3404532,315.0310059,315.0794407,314.9861103,315.1636968,315.0533805
4502,315.034772,315.0176689,315.0940739,314.8893172,315.0377797,314.9958523,315.0363129,314.6760445,315.14427,315.0593216,315.3423061,315.0327099,315.0811716,314.9877972,315.1654668,315.055103
4503,315.0364814,315.0193722,315.0958048,314.8909624,315.039487,314.9975441,315.0380214,314.677626,315.1460361,315.0610462,315.3441591,315.0344138,315.0829025,314.9894841,315.1672368,315.0568256
4504,315.0381908,315.0210755,315.0975357,314.8926076,315.0411943,314.999236,315.0397298,314.6792076,315.1478023,315.0627709,315.346012,315.0361178,315.0846334,314.991171,315.1690068,315.0585481
4505,315.0399002,315.0227788,315.0992665,314.8942528,315.0429015,315.0009278,315.0414383,314.6807891,315.1495684,315.0644955,315.3478649,315.0378218,315.0863644,314.9928579,315.1707768,315.0602706
4506,315.0416096,315.0244821,315.1009974,314.895898,315.0446088,315.0026197,315.0431468,314.6823707,315.1513346,315.0662201,315.3497179,315.0395257,315.0880953,314.9945448,315.1725468,315.0619932
4507,315.043319,315.0261854,315.1027283,314.8975432,315.0463161,315.0043115,315.0448553,314.6839522,315.1531007,315.0679447,315.3515708,315.0412297,315.0898262,314.9962316,315.1743168,315.0637157
4508,315.0450284,315.0278887,315.1044591,314.8991883,315.0480234,315.0060033,315.0465637,314.6855337,315.1548669,315.0696694,315.3534237,315.0429336,315.0915571,314.9979185,315.1760868,315.0654382
4509,315.0467378,315.029592,315.10619,314.9008335,315.0497307,315.0076952,315.0482722,314.6871153,315.156633,315.071394,315.3552767,315.0446376,315.093288,314.9996054,315.1778568,315.0671608
4510,315.0484472,315.0312953,315.1079209,314.9024787,315.051438,315.009387,315.0499807,314.6886968,315.1583992,315.0731186,315.3571296,315.0463415,315.095019,315.0012923,315.1796268,315.0688833
4511,315.0501566,315.0329986,315.1096517,314.9041239,315.0531453,315.0110789,315.0516892,314.6902784,315.1601653,315.0748432,315.3589825,315.0480455,315.0967499,315.0029792,315.1813968,315.0706058
4512,315.051866,315.0347019,315.1113826,314.9057691,315.0548526,315.0127707,315.0533976,314.6918599,315.1619315,315.0765678,315.3608355,315.0497495,315.0984808,315.0046661,315.1831668,315.0723283
4513,315.0535754,315.0364051,315.1131135,314.9074143,315.0565599,315.0144625,315.0551061,314.6934415,315.1636976,315.0782925,315.3626884,315.0514534,315.1002117,315.006353,315.1849368,315.0740509
4514,315.0552848,315.0381084,315.1148443,314.9090595,315.0582672,315.0161544,315.0568146,314.695023,315.1654638,315.0800171,315.3645413,315.0531574,315.1019426,315.0080399,315.1867068,315.0757734
4515,315.0569942,315.0398117,315.1165752,314.9107047,315.0599744,315.0178462,315.0585231,314.6966045,315.1672299,315.0817417,315.3663943,315.0548613,315.1036736,315.0097268,315.1884768,315.0774959
4516,315.0587036,315.041515,315.1183061,314.9123499,315.0616817,315.019538,315.0602315,314.6981861,315.1689961,315.0834663,315.3682472,315.0565653,315.1054045,315.0114137,315.1902468,315.0792185
4517,315.060413,315.0432183,315.1200369,314.9139951,315.063389,315.0212299,315.06194,314.6997676,315.1707622,315.085191,315.3701001,315.0582692,315.1071354,315.0131006,315.1920168,315.080941
4518,315.0621224,315.0449216,315.1217678,314.9156403,315.0650963,315.0229217,315.0636485,314.7013492,315.1725284,315.0869156,315.3719531,315.0599732,315.1088663,315.0147874,315.1937868,315.0826635
4519,315.0638318,315.0466249,315.1234987,314.9172854,315.0668036,315.0246136,315.0653569,314.7029307,315.1742945,315.0886402,315.373806,315.0616772,315.1105972,315.0164743,315.1955568,315.0843861
4520,315.0655412,315.0483282,315.1252295,314.9189306,315.0685109,315.0263054,315.0670654,314.7045123,315.1760607,315.0903648,315.3756589,315.0633811,315.1123282,315.0181612,315.1973268,315.0861086
4521,315.0672506,315.0500315,315.1269604,314.9205758,315.0702182,315.0279972,315.0687739,314.7060938,315.1778268,315.0920894,315.3775119,315.0650851,315.1140591,315.0198481,315.1990968,315.0878311
4522,315.0688688,315.0516446,315.1285997,314.9221269,315.0718345,315.0295969,315.0703913,314.7075794,315.1795083,315.0937264,315.3792805,315.0666995,315.1157,315.021444,315.2007791,315.0894634
4523,315.0703503,315.0531224,315.1301018,314.9235366,315.0733143,315.0310582,315.0718722,314.7089211,315.1810629,315.0952319,315.3809226,315.0681798,315.1172059,315.0229034,315.2023298,315.0909605
4524,315.0718317,315.0546003,315.1316039,314.9249464,315.0747941,315.0325195,315.073353,314.7102628,315.1826175,315.0967373,315.3825647,315.06966,315.1187117,315.0243628,315.2038805,315.0924575
4525,315.0733132,315.0560781,315.1331059,314.9263562,315.0762739,315.0339808,315.0748339,314.7116045,315.184172,315.0982428,315.3842067,315.0711403,315.1202176,315.0258223,315.2054312,315.0939545
4526,315.0747947,315.0575559,315.134608,314.9277659,315.0777537,315.0354421,315.0763147,314.7129463,315.1857266,315.0997482,315.3858488,315.0726205,315.1217235,315.0272817,315.2069819,315.0954515
4527,315.0762761,315.0590337,315.13611,314.9291757,315.0792335,315.0369034,315.0777956,314.714288,315.1872812,315.1012537,315.3874909,315.0741007,315.1232293,315.0287411,315.2085326,315.0969486
4528,315.0777576,315.0605115,315.1376121,314.9305855,315.0807133,315.0383647,315.0792764,314.7156297,315.1888357,315.1027591,315.389133,315.075581,315.1247352,315.0302005,315.2100833,315.0984456
4529,315.079239,315.0619894,315.1391142,314.9319953,315.0821931,315.039826,315.0807573,314.7169714,315.1903903,315.1042646,315.3907751,315.0770612,315.126241,315.0316599,315.211634,315.0999426
4530,315.0807205,315.0634672,315.1406162,314.933405,315.0836729,315.0412873,315.0822381,314.7183131,315.1919449,315.10577,315.3924172,315.0785415,315.1277469,315.0331193,315.2131847,315.1014396
4531,315.0822019,315.064945,315.1421183,314.9348148,315.0851527,315.0427486,315.083719,314.7196548,315.1934994,315.1072755,315.3940593,315.0800217,315.1292528,315.0345788,315.2147354,315.1029367
4532,315.0836834,315.0664228,315.1436204,314.9362246,315.0866325,315.0442099,315.0851998,314.7209966,315.195054,315.1087809,315.3957014,315.081502,315.1307586,315.0360382,315.2162861,315.1044337
4533,315.0851648,315.0679007,315.1451224,314.9376344,315.0881123,315.0456712,315.0866807,314.7223383,315.1966086,315.1102864,315.3973435,315.0829822,315.1322645,315.0374976,315.2178368,315.1059307
4534,315.0866463,315.0693785,315.1466245,314.9390441,315.0895921,315.0471325,315.0881615,314.72368,315.1981631,315.1117918,315.3989856,315.0844624,315.1337704,315.038957,315.2193875,315.1074277
4535,315.0881278,315.0708563,315.1481265,314.9404539,315.0910719,315.0485938,315.0896424,314.7250217,315.1997177,315.1132973,315.4006276,315.0859427,315.1352762,315.0404164,315.2209382,315.1089248
4536,315.0896092,315.0723341,315.1496286,314.9418637,315.0925517,315.0500551,315.0911232,314.7263634,315.2012723,315.1148027,315.4022697,315.0874229,315.1367821,315.0418758,315.2224889,315.1104218
4537,315.0910907,315.0738119,315.1511307,314.9432734,315.0940315,315.0515164,315.0926041,314.7277051,315.2028268,315.1163082,315.4039118,315.0889032,315.138288,315.0433352,315.2240396,315.1119188
4538,315.0925721,315.0752898,315.1526327,314.9446832,315.0955113,315.0529777,315.0940849,314.7290468,315.2043814,315.1178136,315.4055539,315.0903834,315.1397938,315.0447947,315.2255903,315.1134159
4539,315.0940536,315.0767676,315.1541348,314.946093,315.0969911,315.054439,315.0955658,314.7303886,315.205936,315.1193191,315.407196,315.0918636,315.1412997,315.0462541,315.227141,315.1149129
4540,315.095535,315.0782454,315.1556368,314.9475028,315.0984709,315.0559004,315.0970467,314.7317303,315.2074905,315.1208245,315.4088381,315.0933439,315.1428056,315.0477135,315.2286917,315.1164099
4541,315.0970165,315.0797232,315.1571389,314.9489125,315.0999507,315.0573617,315.0985275,314.733072,315.2090451,315.12233,315.4104802,315.0948241,315.1443114,315.0491729,315.2302424,315.1179069
4542,315.0984979,315.0812011,315.158641,314.9503223,315.1014305,315.058823,315.1000084,314.7344137,315.2105997,315.1238354,315.4121223,315.0963044,315.1458173,315.0506323,315.2317931,315.119404
4543,315.0999794,315.0826789,315.160143,314.9517321,315.1029103,315.0602843,315.1014892,314.7357554,315.2121542,315.1253409,315.4137644,315.0977846,315.1473232,315.0520917,315.2333438,315.120901
4544,315.1014609,315.0841567,315.1616451,314.9531419,315.1043901,315.0617456,315.1029701,314.7370971,315.2137088,315.1268464,315.4154065,315.0992648,315.148829,315.0535512,315.2348945,315.122398
4545,315.1029423,315.0856345,315.1631472,314.9545516,315.1058699,315.0632069,315.1044509,314.7384388,315.2152634,315.1283518,315.4170486,315.1007451,315.1503349,315.0550106,315.2364452,315.123895
4546,315.1044238,315.0871123,315.1646492,314.9559614,315.1073497,315.0646682,315.1059318,314.7397806,315.2168179,315.1298573,315.4186906,315.1022253,315.1518408,315.05647,315.2379959,315.1253921
4547,315.1059052,315.0885902,315.1661513,314.9573712,315.1088295,315.0661295,315.1074126,314.7411223,315.2183725,315.1313627,315.4203327,315.1037056,315.1533466,315.0579294,315.2395466,315.1268891
4548,315.1073867,315.090068,315.1676533,314.9587809,315.1103093,315.0675908,315.1088935,314.742464,315.2199271,315.1328682,315.4219748,315.1051858,315.1548525,315.0593888,315.2410973,315.1283861
4549,315.1088681,315.0915458,315.1691554,314.9601907,315.1117891,315.0690521,315.1103743,314.7438057,315.2214816,315.1343736,315.4236169,315.1066661,315.1563584,315.0608482,315.242648,315.1298831
4550,315.1103496,315.0930236,315.1706575,314.9616005,315.1132689,315.0705134,315.1118552,314.7451474,315.2230362,315.1358791,315.425259,315.1081463,315.1578642,315.0623076,315.2441987,315.1313802
4551,315.111831,315.0945015,315.1721595,314.9630103,315.1147487,315.0719747,315.113336,314.7464891,315.2245908,315.1373845,315.4269011,315.1096265,315.1593701,315.0637671,315.2457494,315.1328772
4552,315.1133125,315.0959793,315.1736616,314.96442,315.1162285,315.073436,315.1148169,314.7478308,315.2261453,315.13889,315.4285432,315.1111068,315.160876,315.0652265,315.2473001,315.1343742
4553,315.114794,315.0974571,315.1751637,314.9658298,315.1177083,315.0748973,315.1162977,314.7491726,315.2276999,315.1403954,315.4301853,315.112587,315.1623818,315.0666859,315.2488508,315.1358712
4554,315.1162754,315.0989349,315.1766657,314.9672396,315.1191881,315.0763586,315.1177786,314.7505143,315.2292545,315.1419009,315.4318274,315.1140673,315.1638877,315.0681453,315.2504015,315.1373683
4555,315.1177569,315.1004127,315.1781678,314.9686494,315.1206679,315.0778199,315.1192594,314.751856,315.230809,315.1434063,315.4334695,315.1155475,315.1653936,315.0696047,315.2519522,315.1388653
4556,315.1192383,315.1018906,315.1796698,314.9700591,315.1221477,315.0792812,315.1207403,314.7531977,315.2323636,315.1449118,315.4351115,315.1170277,315.1668994,315.0710641,315.2535029,315.1403623
4557,315.1207198,315.1033684,315.1811719,314.9714689,315.1236275,315.0807425,315.1222211,314.7545394,315.2339182,315.1464172,315.4367536,315.118508,315.1684053,315.0725235,315.2550536,315.1418593
4558,315.1222012,315.1048462,315.182674,314.9728787,315.1251073,315.0822038,315.123702,314.7558811,315.2354727,315.1479227,315.4383957,315.1199882,315.1699112,315.073983,315.2566043,315.1433564
4559,315.1236827,315.106324,315.184176,314.9742884,315.1265871,315.0836651,315.1251828,314.7572228,315.2370273,315.1494281,315.4400378,315.1214685,315.171417,315.0754424,315.258155,315.1448534
