T(s),S1-1F-D,S1-1F-S,S1-2F-D,S1-2F-S,S1-3F-D,S1-3F-S,S1-4F-D,S1-4F-S,S1-5F-D,S1-5F-S,S1-6F-D,S1-6F-S,S1-7F-D,S1-7F-S,S1-8F-D,S1-8F-S
4421,322.19,315.19,318.54,315.07,326.00,315.26,325.99,314.97,329.05,315.48,323.12,315.38,326.46,315.36,326.76,315.51
4422,322.19,315.20,318.54,315.07,326.00,315.26,326.00,314.97,329.05,315.48,323.12,315.39,326.47,315.36,326.77,315.51
4423,322.19,315.20,318.54,315.07,326.00,315.26,326.00,314.98,329.06,315.49,323.12,315.39,326.47,315.36,326.77,315.51
4424,322.20,315.20,318.54,315.08,326.00,315.27,326.00,314.98,329.06,315.49,323.13,315.39,326.47,315.37,326.77,315.51
4425,322.20,315.20,318.54,315.08,326.00,315.27,326.00,314.98,329.06,315.49,323.13,315.39,326.47,315.37,326.77,315.52
4426,322.20,315.20,318.55,315.08,326.00,315.27,326.00,314.98,329.06,315.49,323.13,315.39,326.47,315.37,326.77,315.52
4427,322.20,315.20,318.55,315.08,326.01,315.27,326.00,314.98,329.06,315.49,323.14,315.39,326.48,315.37,326.78,315.52
4428,322.20,315.21,318.55,315.08,326.01,315.27,326.01,314.98,329.07,315.49,323.14,315.40,326.48,315.37,326.78,315.52
4429,322.20,315.21,318.55,315.08,326.01,315.27,326.01,314.99,329.07,315.50,323.14,315.40,326.48,315.37,326.78,315.52
4430,322.21,315.21,318.55,315.09,326.01,315.27,326.01,314.99,329.07,315.50,323.14,315.40,326.48,315.38,326.78,315.52
4431,322.21,315.21,318.56,315.09,326.01,315.28,326.01,314.99,329.07,315.50,323.15,315.40,326.48,315.38,326.78,315.53
4432,322.21,315.21,318.56,315.09,326.02,315.28,326.01,314.99,329.07,315.50,323.15,315.40,326.48,315.38,326.78,315.53
4433,322.21,315.21,318.56,315.09,326.02,315.28,326.01,314.99,329.08,315.50,323.15,315.41,326.49,315.38,326.79,315.53
4434,322.21,315.22,318.56,315.09,326.02,315.28,326.02,314.99,329.08,315.50,323.16,315.41,326.49,315.38,326.79,315.53
4435,322.21,315.22,318.56,315.09,326.02,315.28,326.02,315.00,329.08,315.51,323.16,315.41,326.49,315.38,326.79,315.53
4436,322.21,315.22,318.57,315.10,326.02,315.28,326.02,315.00,329.08,315.51,323.16,315.41,326.49,315.39,326.79,315.54
4437,322.22,315.22,318.57,315.10,326.02,315.29,326.02,315.00,329.09,315.51,323.16,315.41,326.49,315.39,326.79,315.54
4438,322.22,315.22,318.57,315.10,326.03,315.29,326.02,315.00,329.09,315.51,323.17,315.41,326.50,315.39,326.80,315.54
4439,322.22,315.22,318.57,315.10,326.03,315.29,326.03,315.00,329.09,315.51,323.17,315.42,326.50,315.39,326.80,315.54
4440,322.22,315.23,318.57,315.10,326.03,315.29,326.03,315.00,329.09,315.51,323.17,315.42,326.50,315.39,326.80,315.54
4441,322.22,315.23,318.57,315.10,326.03,315.29,326.03,315.00,329.09,315.52,323.17,315.42,326.50,315.39,326.80,315.54
4442,322.22,315.23,318.58,315.11,326.03,315.29,326.03,315.01,329.10,315.52,323.18,315.42,326.50,315.40,326.80,315.55
4443,322.23,315.23,318.58,315.11,326.03,315.30,326.03,315.01,329.10,315.52,323.18,315.42,326.50,315.40,326.80,315.55
4444,322.23,315.23,318.58,315.11,326.04,315.30,326.03,315.01,329.10,315.52,323.18,315.42,326.51,315.40,326.81,315.55
4445,322.23,315.23,318.58,315.11,326.04,315.30,326.04,315.01,329.10,315.52,323.19,315.43,326.51,315.40,326.81,315.55
4446,322.23,315.24,318.58,315.11,326.04,315.30,326.04,315.01,329.11,315.52,323.19,315.43,326.51,315.40,326.81,315.55
4447,322.23,315.24,318.59,315.11,326.04,315.30,326.04,315.01,329.11,315.53,323.19,315.43,326.51,315.40,326.81,315.55
4448,322.23,315.24,318.59,315.12,326.04,315.30,326.04,315.02,329.11,315.53,323.19,315.43,326.51,315.41,326.81,315.56
4449,322.24,315.24,318.59,315.12,326.04,315.31,326.04,315.02,329.11,315.53,323.20,315.43,326.52,315.41,326.82,315.56
4450,322.24,315.24,318.59,315.12,326.05,315.31,326.04,315.02,329.11,315.53,323.20,315.43,326.52,315.41,326.82,315.56
4451,322.24,315.24,318.59,315.12,326.05,315.31,326.05,315.02,329.12,315.53,323.20,315.44,326.52,315.41,326.82,315.56
4452,322.24,315.25,318.60,315.12,326.05,315.31,326.05,315.02,329.12,315.53,323.20,315.44,326.52,315.41,326.82,315.56
4453,322.24,315.25,318.60,315.12,326.05,315.31,326.05,315.02,329.12,315.54,323.21,315.44,326.52,315.41,326.82,315.56
4454,322.24,315.25,318.60,315.13,326.05,315.31,326.05,315.02,329.12,315.54,323.21,315.44,326.52,315.42,326.82,315.57
4455,322.24,315.25,318.60,315.13,326.06,315.32,326.05,315.03,329.12,315.54,323.21,315.44,326.53,315.42,326.83,315.57
4456,322.25,315.25,318.60,315.13,326.06,315.32,326.05,315.03,329.13,315.54,323.22,315.45,326.53,315.42,326.83,315.57
4457,322.25,315.25,318.60,315.13,326.06,315.32,326.06,315.03,329.13,315.54,323.22,315.45,326.53,315.42,326.83,315.57
4458,322.25,315.26,318.61,315.13,326.06,315.32,326.06,315.03,329.13,315.55,323.22,315.45,326.53,315.42,326.83,315.57
4459,322.25,315.26,318.61,315.13,326.06,315.32,326.06,315.03,329.13,315.55,323.22,315.45,326.53,315.42,326.83,315.57
4460,322.25,315.26,318.61,315.14,326.06,315.32,326.06,315.03,329.14,315.55,323.23,315.45,326.53,315.43,326.84,315.58
4461,322.25,315.26,318.61,315.14,326.07,315.33,326.06,315.04,329.14,315.55,323.23,315.45,326.54,315.43,326.84,315.58
4462,322.26,315.26,318.61,315.14,326.07,315.33,326.07,315.04,329.14,315.55,323.23,315.46,326.54,315.43,326.84,315.58
4463,322.26,315.26,318.62,315.14,326.07,315.33,326.07,315.04,329.14,315.55,323.24,315.46,326.54,315.43,326.84,315.58
4464,322.26,315.27,318.62,315.14,326.07,315.33,326.07,315.04,329.14,315.56,323.24,315.46,326.54,315.43,326.84,315.58
4465,322.26,315.27,318.62,315.14,326.07,315.33,326.07,315.04,329.15,315.56,323.24,315.46,326.54,315.43,326.85,315.58
4466,322.26,315.27,318.62,315.15,326.07,315.33,326.07,315.04,329.15,315.56,323.24,315.46,326.55,315.44,326.85,315.59
4467,322.26,315.27,318.62,315.15,326.08,315.34,326.07,315.04,329.15,315.56,323.25,315.46,326.55,315.44,326.85,315.59
4468,322.26,315.27,318.63,315.15,326.08,315.34,326.08,315.05,329.15,315.56,323.25,315.47,326.55,315.44,326.85,315.59
4469,322.27,315.27,318.63,315.15,326.08,315.34,326.08,315.05,329.15,315.56,323.25,315.47,326.55,315.44,326.85,315.59
4470,322.27,315.28,318.63,315.15,326.08,315.34,326.08,315.05,329.16,315.57,323.25,315.47,326.55,315.44,326.85,315.59
4471,322.27,315.28,318.63,315.15,326.08,315.34,326.08,315.05,329.16,315.57,323.26,315.47,326.55,315.44,326.86,315.59
4472,322.27,315.28,318.63,315.16,326.08,315.34,326.08,315.05,329.16,315.57,323.26,315.47,326.56,315.45,326.86,315.60
4473,322.27,315.28,318.63,315.16,326.09,315.35,326.08,315.05,329.16,315.57,323.26,315.47,326.56,315.45,326.86,315.60
4474,322.27,315.28,318.64,315.16,326.09,315.35,326.09,315.06,329.16,315.57,323.27,315.48,326.56,315.45,326.86,315.60
4475,322.28,315.28,318.64,315.16,326.09,315.35,326.09,315.06,329.17,315.57,323.27,315.48,326.56,315.45,326.86,315.60
4476,322.28,315.29,318.64,315.16,326.09,315.35,326.09,315.06,329.17,315.58,323.27,315.48,326.56,315.45,326.86,315.60
4477,322.28,315.29,318.64,315.16,326.09,315.35,326.09,315.06,329.17,315.58,323.27,315.48,326.56,315.45,326.87,315.60
4478,322.28,315.29,318.64,315.17,326.09,315.35,326.09,315.06,329.17,315.58,323.28,315.48,326.57,315.46,326.87,315.61
4479,322.28,315.29,318.65,315.17,326.10,315.36,326.09,315.06,329.18,315.58,323.28,315.49,326.57,315.46,326.87,315.61
4480,322.28,315.29,318.65,315.17,326.10,315.36,326.10,315.06,329.18,315.58,323.28,315.49,326.57,315.46,326.87,315.61
4481,322.28,315.29,318.65,315.17,326.10,315.36,326.10,315.07,329.18,315.58,323.28,315.49,326.57,315.46,326.87,315.61
4482,322.29,315.30,318.65,315.17,326.10,315.36,326.10,315.07,329.18,315.59,323.29,315.49,326.57,315.46,326.88,315.61
4483,322.29,315.30,318.65,315.17,326.10,315.36,326.10,315.07,329.18,315.59,323.29,315.49,326.58,315.46,326.88,315.61
4484,322.29,315.30,318.66,315.18,326.11,315.36,326.10,315.07,329.19,315.59,323.29,315.49,326.58,315.47,326.88,315.62
4485,322.29,315.30,318.66,315.18,326.11,315.37,326.10,315.07,329.19,315.59,323.30,315.50,326.58,315.47,326.88,315.62
4486,322.29,315.30,318.66,315.18,326.11,315.37,326.11,315.07,329.19,315.59,323.30,315.50,326.58,315.47,326.88,315.62
